id,full_name,first_name,last_name,is_active,team
1641740,Jaylen Clark,Jaylen,Clark,True,Minnesota Timberwolves
1629634,Brandon Clarke,Brandon,Clarke,True,Memphis Grizzlies
203903,Jordan Clarkson,Jordan,Clarkson,True,Utah Jazz
1629651,Nic Claxton,Nic,Claxton,True,Brooklyn Nets
1641730,Noah Clowney,Noah,Clowney,True,Brooklyn Nets
1629599,Amir Coffey,Amir,Coffey,True,LA Clippers
1628381,John Collins,John,Collins,True,Utah Jazz
1628380,Zach Collins,Zach,Collins,True,San Antonio Spurs
201144,Mike Conley,Mike,Conley,True,Minnesota Timberwolves
1626192,Pat Connaughton,Pat,Connaughton,True,Milwaukee Bucks
1641731,Bilal Coulibaly,Bilal,Coulibaly,True,Washington Wizards
1641741,Ricky Council IV,Ricky,Council IV,True,Philadelphia 76ers
203496,Robert Covington,Robert,Covington,True,Philadelphia 76ers
1628470,Torrey Craig,Torrey,Craig,True,Chicago Bulls
203109,Jae Crowder,Jae,Crowder,True,Milwaukee Bucks
1630595,Cade Cunningham,Cade,Cunningham,True,Detroit Pistons
203552,Seth Curry,Seth,Curry,True,Charlotte Hornets
201939,Stephen Curry,Stephen,Curry,True,Golden State Warriors
1630700,Dyson Daniels,Dyson,Daniels,True,New Orleans Pelicans
203076,Anthony Davis,Anthony,Davis,True,Los Angeles Lakers
1631098,Johnny Davis,Johnny,Davis,True,Washington Wizards
1631120,JD Davison,JD,Davison,True,Boston Celtics
201942,DeMar DeRozan,DeMar,DeRozan,True,Chicago Bulls
1641926,Dexter Dennis,Dexter,Dennis,True, 
1628978,Donte DiVincenzo,Donte,DiVincenzo,True,New York Knicks
1631217,Moussa Diabate,Moussa,Diabate,True,LA Clippers
1641711,Gradey Dick,Gradey,Dick,True,Toronto Raptors
1631172,Ousmane Dieng,Ousmane,Dieng,True,Oklahoma City Thunder
203915,Spencer Dinwiddie,Spencer,Dinwiddie,True,Los Angeles Lakers
1629029,Luka Doncic,Luka,Doncic,True,Dallas Mavericks
1629652,Luguentz Dort,Luguentz,Dort,True,Oklahoma City Thunder
1630245,Ayo Dosunmu,Ayo,Dosunmu,True,Chicago Bulls
203083,Andre Drummond,Andre,Drummond,True,Chicago Bulls
1630537,Chris Duarte,Chris,Duarte,True,Sacramento Kings
1627739,Kris Dunn,Kris,Dunn,True,Utah Jazz
201142,Kevin Durant,Kevin,Durant,True,Phoenix Suns
1631105,Jalen Duren,Jalen,Duren,True,Detroit Pistons
1631106,Tari Eason,Tari,Eason,True,Houston Rockets
1630162,Anthony Edwards,Anthony,Edwards,True,Minnesota Timberwolves
1630556,Kessler Edwards,Kessler,Edwards,True,Sacramento Kings
1631165,Keon Ellis,Keon,Ellis,True,Sacramento Kings
203954,Joel Embiid,Joel,Embiid,True,Philadelphia 76ers
1629234,Drew Eubanks,Drew,Eubanks,True,Phoenix Suns
203957,Dante Exum,Dante,Exum,True,Dallas Mavericks
1628981,Bruno Fernando,Bruno,Fernando,True,Atlanta Hawks
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True,Brooklyn Nets
1630201,Malachi Flynn,Malachi,Flynn,True,Detroit Pistons
1631323,Simone Fontecchio,Simone,Fontecchio,True,Detroit Pistons
1630259,Jordan Ford,Jordan,Ford,True,Sacramento Kings
1630235,Trent Forrest,Trent,Forrest,True,Atlanta Hawks
203095,Evan Fournier,Evan,Fournier,True,Detroit Pistons
1628368,De'Aaron Fox,De'Aaron,Fox,True,Sacramento Kings
1631241,Javon Freeman-Liberty,Javon,Freeman-Liberty,True,Toronto Raptors
1641788,Alex Fudge,Alex,Fudge,True,Dallas Mavericks
1628365,Markelle Fultz,Markelle,Fultz,True,Orlando Magic
1629655,Daniel Gafford,Daniel,Gafford,True,Dallas Mavericks
201568,Danilo Gallinari,Danilo,Gallinari,True,Milwaukee Bucks
1629636,Darius Garland,Darius,Garland,True,Cleveland Cavaliers
1630586,Usman Garuba,Usman,Garuba,True,Golden State Warriors
1630568,Luka Garza,Luka,Garza,True,Minnesota Timberwolves
1629232,Kaiser Gates,Kaiser,Gates,True, 
1641718,Keyonte George,Keyonte,George,True,Utah Jazz
202331,Paul George,Paul,George,True,LA Clippers
1630581,Josh Giddey,Josh,Giddey,True,Oklahoma City Thunder
1628385,Harry Giles III,Harry,Giles III,True,Sacramento Kings
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True,Oklahoma City Thunder
1630264,Anthony Gill,Anthony,Gill,True,Washington Wizards
1631221,Collin Gillespie,Collin,Gillespie,True,Denver Nuggets
1631367,Jacob Gilyard,Jacob,Gilyard,True,Brooklyn Nets
203497,Rudy Gobert,Rudy,Gobert,True,Minnesota Timberwolves
1630692,Jordan Goodwin,Jordan,Goodwin,True,Memphis Grizzlies
203932,Aaron Gordon,Aaron,Gordon,True,Denver Nuggets
201569,Eric Gordon,Eric,Gordon,True,Phoenix Suns
1628984,Devonte' Graham,Devonte',Graham,True,San Antonio Spurs
203924,Jerami Grant,Jerami,Grant,True,Portland Trail Blazers
1631260,AJ Green,AJ,Green,True,Milwaukee Bucks
201980,Danny Green,Danny,Green,True, 
203110,Draymond Green,Draymond,Green,True,Golden State Warriors
1630224,Jalen Green,Jalen,Green,True,Houston Rockets
201145,Jeff Green,Jeff,Green,True,Houston Rockets
1630182,Josh Green,Josh,Green,True,Dallas Mavericks
1631100,AJ Griffin,AJ,Griffin,True,Atlanta Hawks
1629656,Quentin Grimes,Quentin,Grimes,True,Detroit Pistons
1631243,Mouhamed Gueye,Mouhamed,Gueye,True,Atlanta Hawks
1629060,Rui Hachimura,Rui,Hachimura,True,Los Angeles Lakers
1630169,Tyrese Haliburton,Tyrese,Haliburton,True,Indiana Pacers
1630181,R.J. Hampton,R.J.,Hampton,True, 
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True,Dallas Mavericks
201935,James Harden,James,Harden,True,LA Clippers
1630702,Jaden Hardy,Jaden,Hardy,True,Dallas Mavericks
1631199,Ron Harper Jr.,Ron,Harper Jr.,True, 
203914,Gary Harris,Gary,Harris,True,Orlando Magic
203925,Joe Harris,Joe,Harris,True, 
1630284,Kevon Harris,Kevon,Harris,True,Orlando Magic
202699,Tobias Harris,Tobias,Harris,True,Philadelphia 76ers
1628404,Josh Hart,Josh,Hart,True,New York Knicks
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True,New York Knicks
1630573,Sam Hauser,Sam,Hauser,True,Boston Celtics
1641722,Jordan Hawkins,Jordan,Hawkins,True,New Orleans Pelicans
1629637,Jaxson Hayes,Jaxson,Hayes,True,Los Angeles Lakers
1630165,Killian Hayes,Killian,Hayes,True, 
202330,Gordon Hayward,Gordon,Hayward,True,Oklahoma City Thunder
1630703,Scoot Henderson,Scoot,Henderson,True,Portland Trail Blazers
1641707,Taylor Hendricks,Taylor,Hendricks,True,Utah Jazz
1629639,Tyler Herro,Tyler,Herro,True,Miami Heat
1627741,Buddy Hield,Buddy,Hield,True,Philadelphia 76ers
1629312,Haywood Highsmith,Haywood,Highsmith,True,Miami Heat
1630207,Nate Hinton,Nate,Hinton,True,Houston Rockets
1641793,D'Moi Hodge,D'Moi,Hodge,True, 
1628988,Aaron Holiday,Aaron,Holiday,True,Houston Rockets
201950,Jrue Holiday,Jrue,Holiday,True,Boston Celtics
203200,Justin Holiday,Justin,Holiday,True,Denver Nuggets
1626158,Richaun Holmes,Richaun,Holmes,True,Washington Wizards
1631096,Chet Holmgren,Chet,Holmgren,True,Oklahoma City Thunder
1641720,Jalen Hood-Schifino,Jalen,Hood-Schifino,True,Los Angeles Lakers
201143,Al Horford,Al,Horford,True,Boston Celtics
1629659,Talen Horton-Tucker,Talen,Horton-Tucker,True,Utah Jazz
1627863,Danuel House Jr.,Danuel,House Jr.,True, 
1631216,Caleb Houstan,Caleb,Houstan,True,Orlando Magic
1641724,Jett Howard,Jett,Howard,True,Orlando Magic
1628989,Kevin Huerter,Kevin,Huerter,True,Sacramento Kings
1630643,Jay Huff,Jay,Huff,True,Denver Nuggets
1629631,De'Andre Hunter,De'Andre,Hunter,True,Atlanta Hawks
1630538,Bones Hyland,Bones,Hyland,True,LA Clippers
204060,Joe Ingles,Joe,Ingles,True,Orlando Magic
1627742,Brandon Ingram,Brandon,Ingram,True,New Orleans Pelicans
202681,Kyrie Irving,Kyrie,Irving,True,Dallas Mavericks
1628371,Jonathan Isaac,Jonathan,Isaac,True,Orlando Magic
1631093,Jaden Ivey,Jaden,Ivey,True,Detroit Pistons
1641713,GG Jackson,GG,Jackson,True,Memphis Grizzlies
1630543,Isaiah Jackson,Isaiah,Jackson,True,Indiana Pacers
202704,Reggie Jackson,Reggie,Jackson,True,Denver Nuggets
1641748,Andre Jackson Jr.,Andre,Jackson Jr.,True,Milwaukee Bucks
1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True,Memphis Grizzlies
1631218,Trayce Jackson-Davis,Trayce,Jackson-Davis,True,Golden State Warriors
2544,LeBron James,LeBron,James,True,Los Angeles Lakers
1631170,Jaime Jaquez Jr.,Jaime,Jaquez Jr.,True,Miami Heat
1629610,DaQuan Jeffries,DaQuan,Jeffries,True,New York Knicks
1629660,Ty Jerome,Ty,Jerome,True,Cleveland Cavaliers
1630198,Isaiah Joe,Isaiah,Joe,True,Oklahoma City Thunder
1629661,Cameron Johnson,Cameron,Johnson,True,Brooklyn Nets
1630552,Jalen Johnson,Jalen,Johnson,True,Atlanta Hawks
1629640,Keldon Johnson,Keldon,Johnson,True,San Antonio Spurs
1630553,Keon Johnson,Keon,Johnson,True,Brooklyn Nets
1641749,Keyontae Johnson,Keyontae,Johnson,True,Oklahoma City Thunder
203999,Nikola Jokic,Nikola,Jokic,True,Denver Nuggets
1641732,Colby Jones,Colby,Jones,True,Sacramento Kings
1627745,Damian Jones,Damian,Jones,True,Cleveland Cavaliers
1630529,Herbert Jones,Herbert,Jones,True,New Orleans Pelicans
1630200,Tre Jones,Tre,Jones,True,San Antonio Spurs
1626145,Tyus Jones,Tyus,Jones,True,Washington Wizards
1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True,Dallas Mavericks
201599,DeAndre Jordan,DeAndre,Jordan,True,Denver Nuggets
202709,Cory Joseph,Cory,Joseph,True, 
1631107,Nikola Jovic,Nikola,Jovic,True,Miami Heat
1630548,Johnny Juzang,Johnny,Juzang,True,Utah Jazz
1628379,Luke Kennard,Luke,Kennard,True,Memphis Grizzlies
1631117,Walker Kessler,Walker,Kessler,True,Utah Jazz
1630296,Braxton Key,Braxton,Key,True,Denver Nuggets
1630557,Corey Kispert,Corey,Kispert,True,Washington Wizards
1628467,Maxi Kleber,Maxi,Kleber,True,Dallas Mavericks
1630233,Nathan Knight,Nathan,Knight,True,Minnesota Timberwolves
1628995,Kevin Knox II,Kevin,Knox II,True, 
1631132,Christian Koloko,Christian,Koloko,True,Toronto Raptors
1629723,John Konchar,John,Konchar,True,Memphis Grizzlies
1627788,Furkan Korkmaz,Furkan,Korkmaz,True, 
1628436,Luke Kornet,Luke,Kornet,True,Boston Celtics
1630228,Jonathan Kuminga,Jonathan,Kuminga,True,Golden State Warriors
1628398,Kyle Kuzma,Kyle,Kuzma,True,Washington Wizards
1631222,Jake LaRavia,Jake,LaRavia,True,Memphis Grizzlies
203897,Zach LaVine,Zach,LaVine,True,Chicago Bulls
1629111,Jock Landale,Jock,Landale,True,Houston Rockets
1630639,A.J. Lawson,A.J.,Lawson,True,Dallas Mavericks
1627747,Caris LeVert,Caris,LeVert,True,Cleveland Cavaliers
1627814,Damion Lee,Damion,Lee,True,Phoenix Suns
1630240,Saben Lee,Saben,Lee,True,Phoenix Suns
203458,Alex Len,Alex,Len,True,Sacramento Kings
202695,Kawhi Leonard,Kawhi,Leonard,True,LA Clippers
1631171,Justin Lewis,Justin,Lewis,True,Chicago Bulls
1641721,Maxwell Lewis,Maxwell,Lewis,True,Los Angeles Lakers
1630184,Kira Lewis Jr.,Kira,Lewis Jr.,True,Utah Jazz
1630604,E.J. Liddell,E.J.,Liddell,True,New Orleans Pelicans
203081,Damian Lillard,Damian,Lillard,True,Milwaukee Bucks
1629642,Nassir Little,Nassir,Little,True,Phoenix Suns
1641726,Dereck Lively II,Dereck,Lively II,True,Dallas Mavericks
1630587,Isaiah Livers,Isaiah,Livers,True, 
1641753,Chris Livingston,Chris,Livingston,True,Milwaukee Bucks
1631254,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,True,Utah Jazz
1626172,Kevon Looney,Kevon,Looney,True,Golden State Warriors
201572,Brook Lopez,Brook,Lopez,True,Milwaukee Bucks
201577,Robin Lopez,Robin,Lopez,True, 
201567,Kevin Love,Kevin,Love,True,Miami Heat
200768,Kyle Lowry,Kyle,Lowry,True,Philadelphia 76ers
1641754,Seth Lundy,Seth,Lundy,True,Atlanta Hawks
1626168,Trey Lyles,Trey,Lyles,True,Sacramento Kings
1630177,Theo Maledon,Theo,Maledon,True, 
1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,True,San Antonio Spurs
1629611,Terance Mann,Terance,Mann,True,LA Clippers
1630544,Tre Mann,Tre,Mann,True,Charlotte Hornets
1626246,Boban Marjanovic,Boban,Marjanovic,True,Houston Rockets
1628374,Lauri Markkanen,Lauri,Markkanen,True,Utah Jazz
1630230,Naji Marshall,Naji,Marshall,True,New Orleans Pelicans
1628997,Caleb Martin,Caleb,Martin,True,Miami Heat
1628998,Cody Martin,Cody,Martin,True,Charlotte Hornets
1630231,KJ Martin,KJ,Martin,True,Philadelphia 76ers
1629726,Garrison Mathews,Garrison,Mathews,True,Atlanta Hawks
1631097,Bennedict Mathurin,Bennedict,Mathurin,True,Indiana Pacers
202083,Wesley Matthews,Wesley,Matthews,True,Atlanta Hawks
1630178,Tyrese Maxey,Tyrese,Maxey,True,Philadelphia 76ers
1630219,Skylar Mays,Skylar,Mays,True,Los Angeles Lakers
1630540,Miles McBride,Miles,McBride,True,New York Knicks
203468,CJ McCollum,CJ,McCollum,True,New Orleans Pelicans
204456,T.J. McConnell,T.J.,McConnell,True,Indiana Pacers
1630183,Jaden McDaniels,Jaden,McDaniels,True,Minnesota Timberwolves
1629667,Jalen McDaniels,Jalen,McDaniels,True,Toronto Raptors
203926,Doug McDermott,Doug,McDermott,True,Indiana Pacers
201580,JaVale McGee,JaVale,McGee,True,Sacramento Kings
1631121,Bryce McGowens,Bryce,McGowens,True,Charlotte Hornets
1629162,Jordan McLaughlin,Jordan,McLaughlin,True,Minnesota Timberwolves
1629001,De'Anthony Melton,De'Anthony,Melton,True,Philadelphia 76ers
1630241,Sam Merrill,Sam,Merrill,True,Cleveland Cavaliers
1629002,Chimezie Metu,Chimezie,Metu,True,Detroit Pistons
203995,Vasilije Micic,Vasilije,Micic,True,Charlotte Hornets
203114,Khris Middleton,Khris,Middleton,True,Milwaukee Bucks
1641706,Brandon Miller,Brandon,Miller,True,Charlotte Hornets
1641757,Jordan Miller,Jordan,Miller,True,LA Clippers
1631159,Leonard Miller,Leonard,Miller,True,Minnesota Timberwolves
201988,Patty Mills,Patty,Mills,True,Miami Heat
1629003,Shake Milton,Shake,Milton,True,New York Knicks
1631303,Justin Minaya,Justin,Minaya,True,Portland Trail Blazers
1631169,Josh Minott,Josh,Minott,True,Minnesota Timberwolves
1630558,Davion Mitchell,Davion,Mitchell,True,Sacramento Kings
1628378,Donovan Mitchell,Donovan,Mitchell,True,Cleveland Cavaliers
1630596,Evan Mobley,Evan,Mobley,True,Cleveland Cavaliers
1630600,Isaiah Mobley,Isaiah,Mobley,True,Cleveland Cavaliers
1628370,Malik Monk,Malik,Monk,True,Sacramento Kings
1630541,Moses Moody,Moses,Moody,True,Golden State Warriors
1631111,Wendell Moore Jr.,Wendell,Moore Jr.,True,Minnesota Timberwolves
1629630,Ja Morant,Ja,Morant,True,Memphis Grizzlies
202693,Markieff Morris,Markieff,Morris,True,Dallas Mavericks
1628420,Monte Morris,Monte,Morris,True,Minnesota Timberwolves
202694,Marcus Morris Sr.,Marcus,Morris Sr.,True,Cleveland Cavaliers
1630530,Trey Murphy III,Trey,Murphy III,True,New Orleans Pelicans
1627749,Dejounte Murray,Dejounte,Murray,True,Atlanta Hawks
1627750,Jamal Murray,Jamal,Murray,True,Denver Nuggets
1631099,Keegan Murray,Keegan,Murray,True,Sacramento Kings
1631200,Kris Murray,Kris,Murray,True,Portland Trail Blazers
203488,Mike Muscala,Mike,Muscala,True,Oklahoma City Thunder
1629004,Svi Mykhailiuk,Svi,Mykhailiuk,True,Boston Celtics
1626204,Larry Nance Jr.,Larry,Nance Jr.,True,New Orleans Pelicans
1629614,Andrew Nembhard,Andrew,Nembhard,True,Indiana Pacers
1630174,Aaron Nesmith,Aaron,Nesmith,True,Indiana Pacers
1627777,Georges Niang,Georges,Niang,True,Cleveland Cavaliers
1630227,Daishen Nix,Daishen,Nix,True,Minnesota Timberwolves
1630192,Zeke Nnaji,Zeke,Nnaji,True,Denver Nuggets
1641936,Miles Norris,Miles,Norris,True, 
1641806,Markquis Nowell,Markquis,Nowell,True, 
1628373,Frank Ntilikina,Frank,Ntilikina,True, 
203994,Jusuf Nurkic,Jusuf,Nurkic,True,Phoenix Suns
1629670,Jordan Nwora,Jordan,Nwora,True,Toronto Raptors
1626220,Royce O'Neale,Royce,O'Neale,True,Phoenix Suns
1629643,Chuma Okeke,Chuma,Okeke,True,Orlando Magic
1629006,Josh Okogie,Josh,Okogie,True,Phoenix Suns
1630168,Onyeka Okongwu,Onyeka,Okongwu,True,Atlanta Hawks
1630171,Isaac Okoro,Isaac,Okoro,True,Cleveland Cavaliers
203506,Victor Oladipo,Victor,Oladipo,True,Miami Heat
203482,Kelly Olynyk,Kelly,Olynyk,True,Toronto Raptors
1630647,Eugene Omoruyi,Eugene,Omoruyi,True,Washington Wizards
1626224,Cedi Osman,Cedi,Osman,True,San Antonio Spurs
1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,True,Philadelphia 76ers
101108,Chris Paul,Chris,Paul,True,Golden State Warriors
1626166,Cameron Payne,Cameron,Payne,True,Philadelphia 76ers
1627780,Gary Payton II,Gary,Payton II,True,Golden State Warriors
1630196,Filip Petrusev,Filip,Petrusev,True, 
1641763,Julian Phillips,Julian,Phillips,True,Chicago Bulls
1629618,Jalen Pickett,Jalen,Pickett,True,Denver Nuggets
203486,Mason Plumlee,Mason,Plumlee,True,LA Clippers
1641764,Brandin Podziemski,Brandin,Podziemski,True,Golden State Warriors
1627751,Jakob Poeltl,Jakob,Poeltl,True,Toronto Raptors
1630197,Aleksej Pokusevski,Aleksej,Pokusevski,True,Charlotte Hornets
1629673,Jordan Poole,Jordan,Poole,True,Washington Wizards
1641854,Craig Porter,Craig,Porter,True,Cleveland Cavaliers
1629008,Michael Porter Jr.,Michael,Porter Jr.,True,Denver Nuggets
203490,Otto Porter Jr.,Otto,Porter Jr.,True, 
1626171,Bobby Portis,Bobby,Portis,True,Milwaukee Bucks
204001,Kristaps Porzingis,Kristaps,Porzingis,True,Boston Celtics
1630695,Micah Potter,Micah,Potter,True,Utah Jazz
203939,Dwight Powell,Dwight,Powell,True,Dallas Mavericks
1626181,Norman Powell,Norman,Powell,True,LA Clippers
1630563,Joshua Primo,Joshua,Primo,True, 
1627752,Taurean Prince,Taurean,Prince,True,Los Angeles Lakers
1630202,Payton Pritchard,Payton,Pritchard,True,Boston Celtics
1641765,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,True,Dallas Mavericks
1630243,Trevelin Queen,Trevelin,Queen,True,Orlando Magic
1629674,Neemias Queta,Neemias,Queta,True,Boston Celtics
1630193,Immanuel Quickley,Immanuel,Quickley,True,Toronto Raptors
1631311,Lester Quinones,Lester,Quinones,True,Golden State Warriors
203944,Julius Randle,Julius,Randle,True,New York Knicks
1641871,Duop Reath,Duop,Reath,True,Portland Trail Blazers
1630559,Austin Reaves,Austin,Reaves,True,Los Angeles Lakers
1629629,Cam Reddish,Cam,Reddish,True,Los Angeles Lakers
1630194,Paul Reed,Paul,Reed,True,Philadelphia 76ers
1629675,Naz Reid,Naz,Reid,True,Minnesota Timberwolves
1631197,Jared Rhoden,Jared,Rhoden,True,Detroit Pistons
1641811,Sir'Jabari Rice,Sir'Jabari,Rice,True, 
1630208,Nick Richards,Nick,Richards,True,Charlotte Hornets
1626196,Josh Richardson,Josh,Richardson,True,Miami Heat
1629130,Duncan Robinson,Duncan,Robinson,True,Miami Heat
1629010,Jerome Robinson,Jerome,Robinson,True,Golden State Warriors
1629011,Mitchell Robinson,Mitchell,Robinson,True,New York Knicks
1631115,Orlando Robinson,Orlando,Robinson,True,Miami Heat
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,True,New Orleans Pelicans
1631223,David Roddy,David,Roddy,True,Phoenix Suns
1631157,Ryan Rollins,Ryan,Rollins,True,Milwaukee Bucks
201565,Derrick Rose,Derrick,Rose,True,Memphis Grizzlies
1626179,Terry Rozier,Terry,Rozier,True,Miami Heat
201937,Ricky Rubio,Ricky,Rubio,True,Cleveland Cavaliers
1641712,Rayan Rupert,Rayan,Rupert,True,Portland Trail Blazers
1626156,D'Angelo Russell,D'Angelo,Russell,True,Los Angeles Lakers
1630346,Matt Ryan,Matt,Ryan,True,New Orleans Pelicans
1627734,Domantas Sabonis,Domantas,Sabonis,True,Sacramento Kings
1629677,Luka Samanic,Luka,Samanic,True,Utah Jazz
